178,15
191,19
185,16
187,25
178,47
178,57
180,37
191,9
177,75
176,22
194,27
190,40
186,48
186,74
175,86
185,68
185,57
179,28
186,84
195,50
197,73
193,64
202,58
201,18
189,33
203,51
195,59
209,62
204,70
208,29
221,56
194,82
210,54
216,67
205,79
199,36
216,47
197,43
212,78
222,47
223,64
230,71
184,95
211,42
195,96
215,21
219,76
229,61
231,81
234,56
213,35
236,65
225,35
240,75
233,93
231,48
218,40
242,61
220,27
239,84
201,26
230,26
225,86
236,43
239,50
176,94
192,107
233,13
202,100
184,103
222,17
237,33
206,34
183,109
204,87
212,91
200,110
242,93
181,117
203,43
189,116
235,99
176,111
188,127
181,163
225,108
219,93
217,102
239,23
218,112
208,107
182,126
211,124
179,147
200,163
188,167
197,169
204,117
208,99
182,153
196,117
228,18
241,109
188,159
225,11
223,100
232,113
175,126
194,154
203,146
191,90
194,133
184,140
241,15
242,101
192,147
214,12
200,140
205,130
190,197
228,123
185,206
212,117
211,135
183,133
232,35
210,144
196,127
222,124
219,143
187,217
218,134
219,151
204,155
225,136
206,14
225,115
212,155
221,163
238,125
215,161
198,10
204,168
229,129
227,93
235,145
242,151
226,155
236,157
193,207
200,207
192,212
217,85
239,132
216,170
228,164
233,136
228,144
176,214
242,141
207,196
237,169
242,117
207,162
207,21
209,207
202,215
241,162
212,196
222,195
211,215
219,204
222,219
227,227
235,199
170,235
179,234
174,222
181,227
231,218
178,242
221,212
226,206
239,208
232,210
186,240
214,227
240,217
189,231
233,226
206,221
191,223
217,234
198,240
198,228
227,196
208,235
222,242
228,235
236,239
240,227
