3,27
4,28
7,16
10,14
12,14
13,14
16,67
17,67
17,68
18,67
18,68
18,156
19,67
19,155
19,156
19,157
20,91
20,92
20,93
20,155
20,156
20,157
21,90
21,91
21,92
21,93
21,155
21,156
21,157
22,90
22,91
22,92
22,93
22,155
22,156
22,157
23,87
23,88
23,90
23,91
24,87
24,88
24,89
25,87
25,88
49,65
50,59
50,61
50,62
50,64
51,58
51,59
51,60
51,62
51,63
51,64
51,65
51,66
52,58
52,59
52,60
52,61
52,62
52,63
52,64
52,65
52,66
53,58
53,59
53,60
53,61
53,62
53,63
53,64
53,65
53,66
54,58
54,59
54,60
54,61
54,62
54,63
54,64
54,65
55,58
55,59
55,60
55,61
55,62
55,63
55,64
55,65
55,66
55,67
56,58
56,59
56,60
56,61
56,62
56,63
56,64
56,65
56,66
56,67
57,58
57,59
57,60
57,61
57,62
57,63
57,64
57,65
57,66
57,148
58,58
58,59
58,60
58,61
58,62
58,63
58,64
58,65
58,148
59,56
59,58
59,59
59,60
59,61
59,62
59,63
59,64
59,65
59,147
59,148
59,152
60,58
60,59
60,60
60,61
60,62
60,63
60,64
60,152
61,58
61,59
61,60
61,61
61,62
61,63
61,64
61,152
62,58
62,59
62,60
62,61
62,62
62,63
62,64
62,151
62,152
63,58
63,59
63,60
63,61
63,62
63,63
63,151
63,152
64,58
64,59
64,60
64,61
64,62
65,58
65,59
65,60
65,61
66,59
66,60
67,59
67,60
68,58
68,59
69,58
70,58
71,58
72,58
73,58
74,58
84,60
85,60
88,60
90,60
108,89
108,90
109,89
109,90
110,88
110,89
110,90
111,85
111,87
111,88
111,89
111,90
112,84
112,85
112,87
112,88
112,89
112,90
113,84
113,85
113,87
113,88
113,89
113,90
114,84
114,85
114,86
114,87
114,88
115,84
115,85
115,86
115,87
115,88
116,83
116,84
116,85
116,86
116,87
116,88
117,83
117,84
117,85
117,86
117,87
117,88
118,84
118,85
118,86
118,87
118,88
119,85
119,86
119,87
119,88
120,84
120,85
120,86
120,87
120,88
120,89
178,35
179,34
179,35
179,36
180,34
180,35
180,36
181,33
181,34
181,35
181,36
181,137
181,138
182,32
182,33
182,34
182,35
182,36
182,37
182,89
182,135
182,136
182,137
182,138
183,32
183,33
183,34
183,35
183,36
183,37
183,89
183,133
183,134
183,135
183,136
183,137
183,138
184,33
184,34
184,35
184,36
184,37
184,89
184,91
184,92
184,131
184,132
184,133
184,134
184,135
184,136
184,137
184,138
185,34
185,35
185,36
185,37
185,87
185,88
185,89
185,90
185,91
185,92
185,124
185,125
185,127
185,128
185,131
185,132
185,133
185,134
185,135
185,136
185,137
186,36
186,84
186,85
186,86
186,87
186,88
186,89
186,90
186,91
186,92
186,93
186,123
186,124
186,125
186,126
186,127
186,128
186,129
186,130
186,131
186,132
186,133
186,134
186,135
186,136
186,137
187,36
187,37
187,84
187,85
187,86
187,87
187,88
187,89
187,90
187,91
187,92
187,93
187,122
187,123
187,124
187,125
187,126
187,127
187,128
187,129
187,130
187,131
187,132
187,133
187,134
187,135
187,136
187,137
188,36
188,84
188,85
188,86
188,87
188,88
188,89
188,90
188,91
188,92
188,93
188,120
188,121
188,122
188,123
188,124
188,125
188,126
188,127
188,128
188,129
188,130
188,131
188,132
188,133
188,134
188,135
188,136
188,137
189,86
189,87
189,88
189,89
189,90
189,91
189,92
189,93
189,116
189,117
189,120
189,121
189,122
189,123
189,124
189,125
189,126
189,127
189,128
189,129
189,130
189,131
189,132
189,133
189,134
189,135
189,136
189,137
189,138
190,87
190,88
190,89
190,90
190,91
190,92
190,93
190,115
190,116
190,117
190,120
190,121
190,122
190,123
190,124
190,125
190,126
190,127
190,128
190,129
190,130
190,131
190,132
190,133
190,134
190,135
190,136
190,137
191,88
191,89
191,90
191,91
191,92
191,115
191,116
191,117
191,118
191,119
191,120
191,121
191,122
191,123
191,124
191,125
191,126
191,127
191,128
191,129
191,130
191,131
191,132
191,135
191,136
191,137
192,89
192,91
192,92
192,115
192,116
192,117
192,119
192,120
192,121
192,122
192,123
192,124
192,125
192,126
192,127
192,128
192,129
192,130
192,131
192,132
193,116
193,117
193,119
193,120
193,121
193,122
193,123
193,124
193,125
193,126
193,127
193,128
193,129
193,130
193,131
194,117
194,118
194,119
194,120
194,121
194,122
194,123
194,124
194,125
194,126
194,127
194,128
194,129
194,130
195,118
195,119
195,120
195,121
195,122
195,123
195,124
195,125
195,126
195,127
195,128
195,129
196,119
196,120
196,121
196,122
196,123
196,124
196,125
196,126
196,127
197,119
197,120
197,121
197,122
197,123
197,124
198,120
198,121
198,122
198,123
199,121
199,122
246,181
246,185
246,186
